"row$Identification";"genotype";"latitude";"longitude"
"PlastEdge_2019-1517";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1529";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1168";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1540";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1435";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1447";"In-0";"47,5";"11,5"
"PlastEdge_2019-1458";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1470";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1482";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1494";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1506";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1518";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1530";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1179";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1541";"San-2";"56,07";"13,74"
"PlastEdge_2019-1436";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1448";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1459";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1471";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1483";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1495";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1507";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1519";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1531";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1191";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1542";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1437";"Ag-0";"45";"1,3"
"PlastEdge_2019-1449";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1460";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1472";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1484";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1496";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1508";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1520";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1532";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1203";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1543";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1570";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1593";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1613";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1625";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1215";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1636";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1544";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1551";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1561";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1571";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1582";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1594";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1604";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1614";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1626";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-51";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1226";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1637";"An-1";"51,2167";"4,4"
"PlastEdge_2019-1552";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1562";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1572";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1583";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1595";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1615";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1627";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-1122";"Ra-0";"46";"3,3"
"PlastEdge_2019-1638";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1545";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-1553";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1563";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1573";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1584";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1596";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1605";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1616";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1628";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1134";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1639";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1554";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1564";"In-0";"47,5";"11,5"
"PlastEdge_2019-1574";"San-2";"56,07";"13,74"
"PlastEdge_2019-1585";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1606";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1617";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1145";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1640";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1546";"San-2";"56,07";"13,74"
"PlastEdge_2019-1575";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1586";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1597";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1607";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1618";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1629";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1157";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1641";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1555";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1576";"Ra-0";"46";"3,3"
"PlastEdge_2019-1587";"San-2";"56,07";"13,74"
"PlastEdge_2019-1598";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-1608";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1619";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1630";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1169";"Ag-0";"45";"1,3"
"PlastEdge_2019-1642";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1547";"San-2";"56,07";"13,74"
"PlastEdge_2019-1556";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1565";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1577";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1588";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1599";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1620";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1631";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-1180";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1643";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1548";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1557";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1566";"Com-1";"49,416";"2,823"
"PlastEdge_2019-1578";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1589";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1600";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1609";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1621";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-1632";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1192";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-1644";"In-0";"47,5";"11,5"
"PlastEdge_2019-1558";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1567";"Ag-0";"45";"1,3"
"PlastEdge_2019-1579";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1590";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1601";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-1610";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1622";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-1633";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1204";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1645";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-1549";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-1559";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-1568";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-1580";"In-0";"47,5";"11,5"
"PlastEdge_2019-1591";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1602";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-1611";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1623";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-1634";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-1216";"San-2";"56,07";"13,74"
"PlastEdge_2019-1550";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-1560";"Ra-0";"46";"3,3"
"PlastEdge_2019-1569";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-1581";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-1592";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-1603";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-1612";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-1624";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-1635";"An-1";"51,2167";"4,4"
"PlastEdge_2019-62";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-1227";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-1646";"Ra-0";"46";"3,3"
"PlastEdge_2019-73";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-85";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-97";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-37";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-108";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-5";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-17";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-29";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-41";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-52";"Ag-0";"45";"1,3"
"PlastEdge_2019-63";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-74";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-86";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-98";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-109";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-6";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-18";"In-0";"47,5";"11,5"
"PlastEdge_2019-30";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-42";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-53";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-64";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-75";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-87";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-99";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-59";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-110";"An-1";"51,2167";"4,4"
"PlastEdge_2019-7";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-19";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-31";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-43";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-54";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-65";"An-1";"51,2167";"4,4"
"PlastEdge_2019-76";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-88";"Ag-0";"45";"1,3"
"PlastEdge_2019-100";"Com-1";"49,416";"2,823"
"PlastEdge_2019-70";"Ra-0";"46";"3,3"
"PlastEdge_2019-111";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-8";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-20";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-531";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-542";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-553";"Com-1";"49,416";"2,823"
"PlastEdge_2019-565";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-577";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-589";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-600";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-612";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-624";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-32";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-636";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-532";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-543";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-554";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-566";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-578";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-590";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-601";"Ra-0";"46";"3,3"
"PlastEdge_2019-613";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-625";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-44";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-637";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-544";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-555";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-567";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-579";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-591";"Com-1";"49,416";"2,823"
"PlastEdge_2019-602";"In-0";"47,5";"11,5"
"PlastEdge_2019-614";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-626";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-55";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-638";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-533";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-545";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-556";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-568";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-580";"In-0";"47,5";"11,5"
"PlastEdge_2019-592";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-603";"Ra-0";"46";"3,3"
"PlastEdge_2019-615";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-627";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-66";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-639";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-534";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-557";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-569";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-581";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-593";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-604";"Ra-0";"46";"3,3"
"PlastEdge_2019-616";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-628";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-77";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-640";"Ag-0";"45";"1,3"
"PlastEdge_2019-535";"Ra-0";"46";"3,3"
"PlastEdge_2019-546";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-558";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-570";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-582";"In-0";"47,5";"11,5"
"PlastEdge_2019-594";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-605";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-617";"San-2";"56,07";"13,74"
"PlastEdge_2019-629";"Ag-0";"45";"1,3"
"PlastEdge_2019-89";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-641";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-536";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-547";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-559";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-571";"An-1";"51,2167";"4,4"
"PlastEdge_2019-583";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-595";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-606";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-618";"San-2";"56,07";"13,74"
"PlastEdge_2019-630";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-101";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-642";"TEDEN 02";"62,8836";"18,1842"
"PlastEdge_2019-537";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-548";"Ag-0";"45";"1,3"
"PlastEdge_2019-560";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-572";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-584";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-596";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-607";"An-1";"51,2167";"4,4"
"PlastEdge_2019-619";"Com-1";"49,416";"2,823"
"PlastEdge_2019-631";"Cum-1";"38,07";"-6,66"
"PlastEdge_2019-82";"San-2";"56,07";"13,74"
"PlastEdge_2019-112";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-643";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-538";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-549";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-561";"Kulturen-1";"55,705";"13,196"
"PlastEdge_2019-573";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-585";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-597";"An-1";"51,2167";"4,4"
"PlastEdge_2019-608";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-620";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-632";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-9";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-644";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-539";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-550";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-562";"Eden-1";"62,877";"18,177"
"PlastEdge_2019-574";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-586";"San-2";"56,07";"13,74"
"PlastEdge_2019-609";"An-1";"51,2167";"4,4"
"PlastEdge_2019-621";"Ped-0";"40,74";"-3,9"
"PlastEdge_2019-633";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-21";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-645";"San-2";"56,07";"13,74"
"PlastEdge_2019-540";"Ag-0";"45";"1,3"
"PlastEdge_2019-551";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-563";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-575";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-587";"Or-1";"56,4573";"16,1308"
"PlastEdge_2019-598";"Rennes-1";"48,5";"-1,41"
"PlastEdge_2019-610";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-622";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-634";"Pi-0";"47,04";"10,51"
"PlastEdge_2019-33";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-646";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-541";"Gua-1";"39,4";"-5,33"
"PlastEdge_2019-552";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-564";"In-0";"47,5";"11,5"
"PlastEdge_2019-576";"Hum-2";"42,23";"-3,69"
"PlastEdge_2019-588";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-599";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-611";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-623";"Vinslov";"56,1";"13,9167"
"PlastEdge_2019-635";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-45";"Cvi-0";"15,1111";"-23,6167"
"PlastEdge_2019-647";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-56";"Vis-0";"39,85";"-6,04"
"PlastEdge_2019-67";"Ler-0";"47,984";"10,8719"
"PlastEdge_2019-78";"TRa 01";"62,9169";"18,4728"
"PlastEdge_2019-90";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-102";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-94";"Utrecht";"52,0918";"5,1145"
"PlastEdge_2019-113";"Cdm-0";"39,73";"-5,74"
"PlastEdge_2019-10";"Coa-0";"38,45";"-7,5"
"PlastEdge_2019-22";"TBO 01";"62,8892";"18,4522"
"PlastEdge_2019-34";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-46";"TaL 03";"62,6322";"17,69"
"PlastEdge_2019-57";"Pla-0";"41,5";"2,25"
"PlastEdge_2019-68";"Ei-2";"50,3";"6,3"
"PlastEdge_2019-79";"Ts-1";"41,7194";"2,93056"
"PlastEdge_2019-91";"Tur-4";"57,6511";"14,8043"
"PlastEdge_2019-103";"An-1";"51,2167";"4,4"
"Resorption_2017_KevinS-11";"Ulies-1";"45,95";"22,62"
"Resorption_2017_KevinS-35";"Giffo-1";"38,44";"16,13"
"Resorption_2017_KevinS-61";"Bor-1";"49,4013";"16,2326"
"Resorption_2017_KevinS-63";"Bor-1";"49,4013";"16,2326"
"Resorption_2017_KevinS-83";"Petergof";"59";"29"
"Resorption_2017_KevinS-104";"Kolyv-2";"51,31";"82,59"
"Resorption_2017_KevinS-106";"Ulies-1";"45,95";"22,62"
"Resorption_2017_KevinS-108";"Giffo-1";"38,44";"16,13"
"Resorption_2017_KevinS-118";"Vastervik";"57,75";"16,6333"
"Resorption_2017_KevinS-143";"Tsu-0";"34,43";"136,31"
"Resorption_2017_KevinS-149";"Ara-4";"41,7";"-3,68"
"Resorption_2017_KevinS-170";"Knjas-1";"43,54";"22,29"
"Resorption_2017_KevinS-193";"VED-10";"43,74";"3,89"
"Resorption_2017_KevinS-194";"VED-10";"43,74";"3,89"
"Resorption_2017_KevinS-197";"Vastervik";"57,75";"16,6333"
"Resorption_2017_KevinS-199";"Tsu-0";"34,43";"136,31"
"Resorption_2017_KevinS-200";"Ara-4";"41,7";"-3,68"
"Resorption_2017_KevinS-202";"Knjas-1";"43,54";"22,29"
"Resorption_2017_KevinS-219";"Fei-0";"40,92";"-8,54"
"Resorption_2017_KevinS-231";"Rakit-1";"51,87";"80,06"
"Resorption_2017_KevinS-270";"T990";"55,6528";"13,2244"
"Resorption_2017_KevinS-272";"T990";"55,6528";"13,2244"
"Resorption_2017_KevinS-274";"Fei-0";"40,92";"-8,54"
"Resorption_2017_KevinS-277";"Rakit-1";"51,87";"80,06"
"Resorption_2017_KevinS-279";"Kar-1";"42,3";"74,3667"
"Resorption_2017_KevinS-301";"Kolyv-2";"51,31";"82,59"
"Resorption_2017_KevinS-322";"Pi-0";"47,04";"10,51"
"Resorption_2017_KevinS-344";"Alm-0";"39,88";"-0,36"
"Resorption_2017_KevinS-367";"Ost-0";"60,25";"18,37"
"Resorption_2017_KevinS-389";"T480";"55,7989";"13,1206"
"Resorption_2017_KevinS-391";"T480";"55,7989";"13,1206"
"Resorption_2017_KevinS-393";"Kolyv-2";"51,31";"82,59"
"Resorption_2017_KevinS-394";"Pi-0";"47,04";"10,51"
"Resorption_2017_KevinS-396";"Alm-0";"39,88";"-0,36"
"Resorption_2017_KevinS-398";"Ost-0";"60,25";"18,37"
"Resorption_2017_KevinS-419";"TBO 01";"62,8892";"18,4522"
"Resorption_2017_KevinS-438";"San-2";"56,07";"13,74"
"Resorption_2017_KevinS-463";"Bor-1";"49,4013";"16,2326"
"Resorption_2017_KevinS-477";"TaL 03";"62,6322";"17,69"
"Resorption_2017_KevinS-496";"TEDEN 02";"62,8836";"18,1842"
"Resorption_2017_KevinS-499";"TEDEN 02";"62,8836";"18,1842"
"Resorption_2017_KevinS-501";"TBO 01";"62,8892";"18,4522"
"Resorption_2017_KevinS-502";"San-2";"56,07";"13,74"
"Resorption_2017_KevinS-505";"Bor-1";"49,4013";"16,2326"
"Resorption_2017_KevinS-507";"TaL 03";"62,6322";"17,69"
"Resorption_2017_KevinS-526";"Kondara";"38,48";"68,49"
"Resorption_2017_KevinS-543";"Or-1";"56,4573";"16,1308"
"Resorption_2017_KevinS-586";"Aa-0";"50.9167";"9.57073"
"Resorption_2017_KevinS-609";"Kondara";"38,48";"68,49"
"Resorption_2017_KevinS-611";"Or-1";"56,4573";"16,1308"
"Resorption_2017_KevinS-612";"Aa-0";"50.9167";"9.57073"
"Resorption_2017_KevinS-634";"ARR-17";"44,05";"3,69"
"Resorption_2017_KevinS-660";"Co-1";"40,12";"-8,25"
"Resorption_2017_KevinS-674";"Alm-0";"39,88";"-0,36"
"Resorption_2017_KevinS-681";"Algutsrum";"56,68";"16,5"
"Resorption_2017_KevinS-682";"ARR-17";"44,05";"3,69"
"Resorption_2017_KevinS-684";"Co-1";"40,12";"-8,25"
"Resorption_2017_KevinS-686";"Alm-0";"39,88";"-0,36"
"Resorption_2017_KevinS-725";"Kulturen-1";"55,705";"13,196"
"Resorption_2017_KevinS-746";"Can-0";"29,2144";"-13,4811"
"Resorption_2017_KevinS-771";"Ost-0";"60,25";"18,37"
"Resorption_2017_KevinS-772";"Ost-0";"60,25";"18,37"
"Resorption_2017_KevinS-776";"Kulturen-1";"55,705";"13,196"
"Resorption_2017_KevinS-779";"Can-0";"29,2144";"-13,4811"
"Resorption_2017_KevinS-795";"Coc-1";"42,31";"3,19"
"Resorption_2017_KevinS-806";"Rev-2";"55,6942";"13,4504"
"Resorption_2017_KevinS-834";"Gua-1";"39,4";"-5,33"
"Resorption_2017_KevinS-861";"Erg2-6";"48,5";"8,8"
"Resorption_2017_KevinS-878";"Tdc-0";"41,5";"-1,88"
"Resorption_2017_KevinS-880";"Rev-2";"55,6942";"13,4504"
"Resorption_2017_KevinS-882";"Gua-1";"39,4";"-5,33"
"Resorption_2017_KevinS-884";"Erg2-6";"48,5";"8,8"
"Resorption_2017_KevinS-886";"Tdc-0";"41,5";"-1,88"
"Resorption_2017_KevinS-903";"Utrecht";"52,0918";"5,1145"
"Resorption_2017_KevinS-931";"Kil-0";"56";"-4"
"Resorption_2017_KevinS-952";"Nok-3";"52,24";"4,45"
"Resorption_2017_KevinS-975";"Vim-0";"41,88";"-6,51"
"Resorption_2017_KevinS-977";"Vim-0";"41,88";"-6,51"
"Resorption_2017_KevinS-978";"Utrecht";"52,0918";"5,1145"
"Resorption_2017_KevinS-1000";"Pig-1";"42,72";"-3,44"
"Resorption_2017_KevinS-1002";"Kil-0";"56";"-4"
"Resorption_2017_KevinS-1004";"Nok-3";"52,24";"4,45"
"Resorption_2017_KevinS-1046";"Furni-1";"45,14";"25"
"Resorption_2017_KevinS-1070";"Dolen-1";"41,62";"23,94"
"Resorption_2017_KevinS-1093";"Aitba-1";"31,48";"-7,45"
"Resorption_2017_KevinS-1114";"Ler-0";"47,984";"10,8719"
