46;45.0042372881356
47;48.9029275808937
56;46.8429921259843
89;38.1833887043189
208;29.9654368932039
471;26.41
472;43.68
474;52.88
476;26.76
477;37.2
478;36.32
481;22.43
482;17.88
484;30.35
485;33.09
487;25.73
488;28.82
491;18.33
495;29.98
496;27.37
498;21.06
499;27.56
501;30.21
502;30.6
505;21.5
506;27.08
507;24.06
508;33.63
512;24.66
517;18.1
520;20.68
522;28.63
526;39.42
528;17.07
530;25.19
532;27.68
533;19.81
541;32.77
548;21.87
552;20.91
553;23.26
554;24.66
555;22.7
556;24.58
558;20.69
560;34.96
561;20.48
566;31.16
568;27.38
569;30.08
576;32.53
578;33.25
580;25.46
582;20.54
588;24.64
595;45.03
597;20.61
598;23.76
599;25.64
600;32.14
601;33.38
605;24.57
610;19.29
611;22.81
612;21.17
614;26.94
616;24.99
618;24.69
620;18.1
621;22.37
623;17.05
626;20.4
628;22.85
630;19.61
631;33.95
634;21.02
637;25.11
643;23.2
647;20.7
648;25.46
650;37.1
652;37.23
655;18.33
656;25.92
657;25.94
659;23.05
660;30.31
662;21.07
666;24.3
673;30.49
675;36.31
677;31.07
681;21.09
683;37.19
686;32.46
692;25.28
700;22.98
701;17.72
702;26.46
703;22.8
705;23.27
706;26.68
707;30.22
713;17.41
714;26.11
716;25.77
718;32.09
719;21.87
720;17.21
721;20.66
724;31.36
727;27.48
729;18.43
733;22.39
735;22.59
742;21.09
743;26.56
748;27.1
752;22.86
754;38.54
755;33.74
757;26.94
758;25.4
759;29.5
766;17.75
771;22.55
776;20.34
780;25.48
782;27.03
787;27.21
790;18.54
792;18.19
795;26.11
797;29
801;25.45
802;31.55
807;30.16
808;44.87
809;25.76
813;30.93
814;34.34
816;25.79
818;21.75
821;29.1
822;22.43
824;25.12
825;28.49
829;31.61
831;26.37
832;27.31
836;33.4
840;23.09
845;25.19
846;21.79
848;30.14
854;23.79
855;25.23
857;28.69
860;30.2
861;26.23
862;22.33
865;19.63
867;14.42
882;23.61
885;33.73
889;28.48
899;59.26
905;45.83
912;18.06
915;28.5
916;20.71
917;33.29
920;22.81
923;32.53
928;45.75
937;25.29
943;20.7
947;22.79
948;32.48
950;36.64
955;33.67
962;37.2
963;25.09
966;31.56
968;26.36
972;30.5
975;30.63
976;28.78
983;22.45
985;32.26
986;27.38
987;38.14
989;30.35
993;28.27
997;34.55
999;43.23
1001;36.44
1005;25.32
1006;34.19
1008;41.13
1016;21.1
1017;44.27
1019;24.34
1036;33.07
1037;33.17
1039;31.3
1041;19.29
1047;76.33
1048;32.15
1050;28.35
1051;32.92
1053;32.87
1054;22.43
1057;37.19
1183;43.81253637
1184;58.92118063
1185;16.06253119
1190;32.33428582
1193;34.36831895
1197;22.20818325
1198;20.96133602
1199;59.38894058
1202;44.55498157
1203;56.60991727
1204;57.82073827
1208;24.01819235
1209;39.51936397
1212;42.13816645
1213;37.64905017
1217;57.73064137
1220;42.53326094
1221;50.99748374
1224;40.90799588
1227;69.7780838
1229;72.92184485
1231;39.06747822
1233;52.88661809
1235;26.76397957
1241;51.91124613
1242;27.22484398
1245;36.84811234
1246;28.20408698
1249;14.86210818
1254;35.59066941
1255;26.47084925
1256;25.9396732
1261;44.95763255
1266;27.17160749
