"V1";"i"
0.179209470598999;350
0.16755657998075;351
0.153182351693701;352
0.142166079237733;353
0.136804992474029;354
0.131360740757122;355
0.121039032462663;356
0.110973414626547;357
0.105396164657437;358
0.0980789939532524;359
0.0941780701166925;360
0.0914252659908705;361
0.0853354540841311;362
0.0819148552813133;363
0.0783144304851049;364
0.0731585054943664;365
0.0673870783794299;366
0.0644799192135836;367
0.0618580020491827;368
0.057707205976867;369
0.0540016749185344;370
0.0498943780184906;371
0.0464377417076278;372
0.0446833778946625;373
0.0428555592602428;374
0.040881709842077;375
0.0386179674833736;376
0.0359574451854576;377
0.0348398226948683;378
0.034474239043342;379
0.0339388530313391;380
0.0327894183172677;381
0.0305799982740348;382
0.0288621457726445;383
0.028777749262075;384
0.0279483737002228;385
0.0267722856799498;386
0.025801636711028;387
0.0255756566296011;388
0.0259953487549076;389
0.0259459914163897;390
0.0251737848352097;391
0.0247839750819634;392
0.0239586168987691;393
0.023528668299145;394
0.0238956476805726;395
0.022665283513696;396
0.0221825162580405;397
0.0224980077135213;398
0.022399841057692;399
0.0220986809609712;400
0.0214138822128607;401
0.0206472575344659;402
0.0207161402017215;403
0.0207414567013952;404
0.020290604045894;405
0.0194182236323631;406
0.0191767489186613;407
0.0192647298516151;408
0.0193353755803278;409
0.0190726037106196;410
0.0185859498338586;411
0.0181893862917201;412
0.0179148151536055;413
0.0174555012050477;414
0.0173423877333749;415
0.0173900583185347;416
0.0173117541495787;417
0.0169984712297749;418
0.0165986182556114;419
0.016278078494837;420
0.016173236413955;421
0.0162358302436368;422
0.0161216406559179;423
0.0157293453180536;424
0.0152547120313958;425
0.014833752655319;426
0.0147595233775538;427
0.0149876419637504;428
0.0145130519427431;429
0.0142039333588533;430
0.0141066296209094;431
0.0138996036605583;432
0.0136912243752095;433
0.0135392097280863;434
0.013426136168821;435
0.0132549444581428;436
0.0131548369411316;437
0.0130780466013572;438
0.0129748962106536;439
0.0129048612778956;440
0.0128514054080182;441
0.0127818296670094;442
0.0126708754757056;443
0.0125975444451206;444
0.012571465614474;445
0.0126074144821558;446
0.0127417032617967;447
0.0128183000209835;448
0.0128945144304665;449
0.0130235689738899;450
0.0130390919850751;451
0.0131529791151922;452
0.013303533054154;453
0.0132875813484744;454
0.0132869667173487;455
0.0133275308234447;456
0.0134018722852661;457
0.0134858766833467;458
0.0135584126823137;459
0.0135652563228181;460
0.013498044964663;461
0.0135592507782965;462
0.0136018635374932;463
0.0136244081224784;464
0.0137312122809658;465
0.0137452969017358;466
0.0137915021528909;467
0.0139082173677552;468
0.013845474082177;469
0.0139367118553302;470
0.0140976308367687;471
0.0141368079290282;472
0.0141461828004754;473
0.0142609371769603;474
0.0144488546690199;475
0.0145209604426556;476
0.0146632122400727;477
0.0147840131766988;478
0.0148252239256946;479
0.0149620640889724;480
0.0150451863658466;481
0.0151204711769496;482
0.0153024079775323;483
0.0154968829959049;484
0.0156305571959055;485
0.0157618178964598;486
0.0161126538135071;487
0.0163782367210874;488
0.0166439944907093;489
0.0170236949405815;490
0.0173701640569467;491
0.017744742757251;492
0.0181795444101291;493
0.0186870055786676;494
0.0193029944558744;495
0.0199561495606791;496
0.0206491385544338;497
0.0215403855732816;498
0.0224933393536665;499
0.0235189075479928;500
0.0246683397781896;501
0.0259385468752464;502
0.0273564719606027;503
0.0289532582672325;504
0.0307604405338498;505
0.032769559172333;506
0.0349492528001261;507
0.0373078284367108;508
0.0399522912118238;509
0.0428443101208652;510
0.0459605687599819;511
0.049302860099406;512
0.0529686421701038;513
0.0569116115679239;514
0.0611065326435849;515
0.0655677260460263;516
0.0703124329084557;517
0.0752924312774974;518
0.08045287764191;519
0.0857529960635066;520
0.0912431341899972;521
0.0968186805640181;522
0.102293194854804;523
0.107750056425675;524
0.113113710133584;525
0.118303179169924;526
0.123266236166381;527
0.127927227449846;528
0.132293315665794;529
0.136384408271676;530
0.14011012389259;531
0.143497773100471;532
0.146575124936069;533
0.14936533777963;534
0.15184259633813;535
0.153994144512239;536
0.155845022770397;537
0.157511374469086;538
0.158947804544058;539
0.160184508886314;540
0.161291061857179;541
0.162340202239961;542
0.163316317258005;543
0.164227447430515;544
0.165126482109884;545
0.165967793768738;546
0.166753736306979;547
0.167486649736187;548
0.168130721809455;549
0.168637448153276;550
0.16897895663878;551
0.16913786126768;552
0.169032223886665;553
0.168673248174254;554
0.168050767553392;555
0.167076516840035;556
0.165786948546241;557
0.164222526051471;558
0.162431396649854;559
0.160450032767183;560
0.158302458411487;561
0.156001473112042;562
0.153545026217816;563
0.150955027235778;564
0.148235912466674;565
0.145386975493848;566
0.142418452880675;567
0.13934431377534;568
0.13620687318944;569
0.133058095283064;570
0.1299728422797;571
0.126934549375589;572
0.123963211473702;573
0.121145357948214;574
0.118515537375001;575
0.116066234102352;576
0.113771926347602;577
0.111641567590898;578
0.109675354003499;579
0.107850460516378;580
0.106123493354058;581
0.10448321189535;582
0.102929000555034;583
0.101458224883189;584
0.100056569996126;585
0.0987540519430845;586
0.0975520270269381;587
0.0964377153213505;588
0.0954059050545737;589
0.0944649654649216;590
0.0936232274100955;591
0.092889834879039;592
0.0922799632524402;593
0.0917568100277727;594
0.0912828606910176;595
0.0908680586613112;596
0.0905069385982442;597
0.0901701120308256;598
0.0898108280789689;599
0.0894057532660201;600
0.088973653992451;601
0.0885096633587513;602
0.0879443731943467;603
0.0872956959540395;604
0.0865543543393338;605
0.0857098271780679;606
0.0847867697396844;607
0.0837628623904023;608
0.0826634557356412;609
0.0815655128282969;610
0.0804416926726679;611
0.0793145042670922;612
0.0782084286488735;613
0.0771231380631704;614
0.0760864911514405;615
0.0751302949384091;616
0.0742824451523693;617
0.0735181746971718;618
0.0728713065213018;619
0.0723619563632346;620
0.0719783210584886;621
0.0717076709472078;622
0.0715451991452548;623
0.0714935072314338;624
0.0715744744619562;625
0.071747824193128;626
0.0719844493644201;627
0.0722665772593086;628
0.0725751946644727;629
0.0728681646923763;630
0.0731036328267533;631
0.0732580167117794;632
0.0732495312763986;633
0.0730380773335982;634
0.0726070597770888;635
0.0719419544503528;636
0.0710506124459553;637
0.0699562315648962;638
0.068695779993287;639
0.0673003266318105;640
0.0657957504958901;641
0.0642138180421296;642
0.0626054407010301;643
0.0610031363933846;644
0.0594397709360328;645
0.0579484580561579;646
0.0565776814013507;647
0.0553585338847219;648
0.0543230893098897;649
0.0535166684597644;650
0.0528787147045428;651
0.0523669487089765;652
0.0519294720311796;653
0.051467562652871;654
0.0509745837510415;655
0.050401976493365;656
0.049669457799253;657
0.0488054250167058;658
0.0478462535780894;659
0.0468264729836728;660
0.0457641158252859;661
0.0447030904273332;662
0.0437019092998276;663
0.0428087855080554;664
0.0419852976311232;665
0.0412856996664273;666
0.0407304120865627;667
0.0402973151419168;668
0.0400165317535039;669
0.0398576097451078;670
0.0397939059239281;671
0.0398494093170538;672
0.0400027341947764;673
0.0402470591469887;674
0.0405814446826944;675
0.0409855621534857;676
0.0414844560477036;677
0.0420954736141536;678
0.0428160610167534;679
0.0436943702670574;680
0.0447814404143894;681
0.0461285812182953;682
0.0477701793203357;683
0.0498090098647181;684
0.0523634543478063;685
0.0555663133809149;686
0.0595378162889525;687
0.0644857871674946;688
0.0705978969901839;689
0.0780108613226995;690
0.0868755522540612;691
0.0972918007006818;692
0.10931691767253;693
0.122927906361595;694
0.138016315039192;695
0.154470146329957;696
0.172168908054189;697
0.190973218168265;698
0.210718410333298;699
0.231235517866242;700
0.252309993973728;701
0.273778005761777;702
0.295479246858736;703
0.317277915175872;704
0.339121034971051;705
0.360962194114743;706
0.382786186573154;707
0.404615262180914;708
0.426456786703787;709
0.448304221267044;710
0.470173617918013;711
0.49206820748258;712
0.513965742108963;713
0.535810568109241;714
0.557548948117624;715
0.579187475894952;716
0.600632544765591;717
0.621825273564551;718
0.642742085706321;719
0.663323368383084;720
0.683483641477982;721
0.703132449443939;722
0.722205959958001;723
0.74068440385218;724
0.758510193786123;725
0.775621428280179;726
0.791981557370313;727
0.807581311757309;728
0.822414928147307;729
0.836467003491743;730
0.849707341269961;731
0.862166446524364;732
0.873861883893248;733
0.884776831093351;734
0.89497427198738;735
0.904461981576289;736
0.913239514688245;737
0.921359976841209;738
0.928849366057468;739
0.935718475096023;740
0.941971444502557;741
0.947656814188555;742
0.95280290081193;743
0.957433620552768;744
0.961571512013287;745
0.965255261538399;746
0.968517321648565;747
0.971392168820703;748
0.973938640280581;749
0.976150753668941;750
0.978068039466151;751
0.979761737250126;752
0.98122119223994;753
0.982477253713294;754
0.983565955303738;755
0.984524033030147;756
0.985335805574708;757
0.986014617394828;758
0.986580768026205;759
0.987046416033168;760
0.98741538919533;761
0.987708142223826;762
0.987948724454172;763
0.988110512857428;764
0.988217220634653;765
0.988279026958414;766
0.988282265324321;767
0.988255237561645;768
0.988198004340092;769
0.988111505715245;770
0.988017259205709;771
0.987925323286546;772
0.987844361623241;773
0.987774612563889;774
0.987677228205046;775
0.987595527659901;776
0.987546450906754;777
0.987513195687372;778
0.987462476694393;779
0.987417055929027;780
0.98739664446647;781
0.987393564311242;782
0.98739341695822;783
0.987392136500128;784
0.987390109563427;785
0.98738677221849;786
0.987388522385347;787
0.98739912323922;788
0.987420800621342;789
0.987465293646896;790
0.987495776348603;791
0.987505003358354;792
0.987531421038025;793
0.98753838684387;794
0.987559292021517;795
0.987610980960849;796
0.987622094963875;797
0.987641588609707;798
0.987670702880754;799
0.987694459014537;800
0.987721796097462;801
0.987754678655194;802
0.987774659130914;803
0.987754960478674;804
0.987767478250426;805
0.987773866218721;806
0.987761532959145;807
0.987783381767564;808
0.987786191427525;809
0.987773646730319;810
0.987760989070932;811
0.987748693969502;812
0.987753792088579;813
0.987748149585763;814
0.98770081933658;815
0.987682500223979;816
0.987698080199887;817
0.987733214534069;818
0.987756891098074;819
0.987710642471791;820
0.987626619885124;821
0.987530909271437;822
0.987415436535968;823
0.9873352498615;824
0.987261231184696;825
0.987157015587715;826
0.987031813924748;827
0.986898218355301;828
0.986743485833189;829
0.986559378850989;830
0.986412621696433;831
0.986271171055811;832
0.986141753577428;833
0.986057747471879;834
0.985985908694464;835
0.985925525527706;836
0.985875139890213;837
0.985828039268816;838
0.985797295354823;839
0.985780795399542;840
0.985768375147041;841
0.985740840083775;842
0.985704993755804;843
0.985672663201489;844
0.985651734496233;845
0.985631584369681;846
0.985580211520402;847
0.98553175839064;848
0.985538706501718;849
0.985538403646396;850
0.985500959220702;851
0.985441522100983;852
0.985408562429726;853
0.985383438058532;854
0.985338181870586;855
0.985267004398907;856
0.985197042365434;857
0.985161627220813;858
0.985120719655053;859
0.98504908113316;860
0.984992240132644;861
0.984948142173101;862
0.984907775189859;863
0.984857828707996;864
0.984786203194415;865
0.984691148383987;866
0.984593212734222;867
0.984516557145329;868
0.984442245118509;869
0.984377003052018;870
0.984314677994177;871
0.984239095336361;872
0.984139876617645;873
0.984039299708056;874
0.983939598457269;875
0.983819646105156;876
0.983713694219567;877
0.983612949214473;878
0.983503108292607;879
0.983374835339564;880
0.983251829631734;881
0.983140416447014;882
0.983032669029257;883
0.982900244898133;884
0.982758653578328;885
0.982620568236362;886
0.982490199073863;887
0.982346992822795;888
0.982205352009688;889
0.982065357505299;890
0.981920197150079;891
0.981757763786093;892
0.981637391601666;893
0.981526180643895;894
0.981354905359428;895
0.981218272654924;896
0.981068159008163;897
0.980901370087977;898
0.980754465168791;899
0.98058892143611;900
0.980412863306708;901
0.980247167181934;902
0.980113511625991;903
0.979956582271522;904
0.979779023572164;905
0.979589266815824;906
0.979389746088445;907
0.979213629502834;908
0.979035182312269;909
0.978836397378866;910
0.978637195483353;911
0.978430568380414;912
0.97820203120419;913
0.977954464257838;914
0.977737929073161;915
0.977449111371628;916
0.977136164974367;917
0.976850560212289;918
0.97651287457924;919
0.97613997984311;920
0.975742919837735;921
0.975322866645443;922
0.974848230545262;923
0.974329991576066;924
0.97379752496327;925
0.973266366713282;926
0.972668463525914;927
0.972023450998162;928
0.971330383363626;929
0.970588521370376;930
0.969850126005134;931
0.969094878680396;932
0.968296878167818;933
0.96744416079336;934
0.966588000279374;935
0.965724509699932;936
0.964811629357464;937
0.963803685930267;938
0.962781999201154;939
0.961708071296157;940
0.960581145851717;941
0.959424793865436;942
0.958187140442878;943
0.956864539230378;944
0.955453204904631;945
0.953944319556881;946
0.952343400120096;947
0.950641980148312;948
0.948843720019059;949
0.946965726725339;950
0.945018033814218;951
0.943040334630585;952
0.941035995716127;953
0.938990726212952;954
0.93703198623651;955
0.935174583403491;956
0.933430040196502;957
0.931822224158493;958
0.930386295384611;959
0.929099268985834;960
0.927946959871977;961
0.926935779036226;962
0.92610573802945;963
0.925377425352919;964
0.924722943873866;965
0.924170176881609;966
0.923692517442877;967
0.923266631103627;968
0.922881124573967;969
0.922540702086316;970
0.922285593353667;971
0.922052526692243;972
