Identification;idExp;Main_contributor;IndOut;Exp_location;Condition;Treatment;Genotype;Genetic_group;Plant_Stage;Leaf_Stage;Type_Sample;Measurement;Leaf_Status;Date;SLA_mm2_mg;LDMC_mg_g;Thickness_microm;CSR_C;CSR_S;CSR_R;LNC_perc;LCC_perc;RWC_perc;SA_ng_gFW;JA_ng_gFW;IAA_ng_gFW;ABA_ng_gFW;CMLX_ng_gFW;Progoitrin_Peakarea_mg;Epiprogoitrin_Peakarea_mg;Sinigrin_Peakarea_mg;Glucoraphanin_Peakarea_mg;Glucoraphenin_Peakarea_mg;Glucosilbin_Peakarea_mg;Glucopin_Peakarea_mg;Glucoerucin_Peakarea_mg;Glucobrassicin_Peakarea_mg;X8MSO_Peakarea_mg;Isobutyl_Peakarea_mg;Butyl_Peakarea_mg;X5MTP_Peakarea_mg;Neoglucobrassicin_Peak1_Peakarea_mg;Neoglucobrassicin_Peak2_Peakarea_mg;Hexyl_Peakarea_mg;Glucoalysiin_Peakarea_mg;X3MTP_Peakarea_mg;Glucosturtiin_Peakarea_mg;X7MTH_Peakarea_mg;X6MSH_Peakarea_mg;X8MTO_Peakarea_mg;X7MSH_Peakarea_mg;pCoumaricAcid_Peakarea_mg;Succit_Peakarea_mg;Malat_Peakarea_mg;Citrat_Peakarea_mg;Fumarat_Peakarea_mg;Cyanidin_rhamnoside_Peakarea_mg;Kaempherol_xylosyl_rhamnoside_Peakarea_mg;Kaempherol_rutinoside_Peakarea_mg;Kaempherol_glucosyl_rhamnosyl_glucoside_Peakarea_mg;Apigenin_rutinoside_Peakarea_mg;Quercetin_glucoside_Peakarea_mg;Cyanidin_sophorosid_glucoside_Peakarea_mg;Pelargonidin_sambubioside_Peakarea_mg;Pelargonidin_cumaroyl_diglucoside_glucoside_Peakarea_mg;Prenyl_ringenin_Peakarea_mg;mCoumaricAcid_Peakarea_mg;Dihydro_caffeoyl_glucuronide_Peakarea_mg;CaffeicAcid_Peakarea_mg;ChlorogenicAcid_Peakarea_mg;Epigallocatechin_Peakarea_mg;Fructose_micromol_gFW;Galactose_micromol_gFW;Glucose_micromol_gFW;Maltose_micromol_gFW;Melezitose_micromol_gFW;delta13C;delta15N;Xylose_micromol_gFW;Arabinose_micromol_gFW;Ribose_micromol_gFW;Rhamnose_micromol_gFW;Fucose_micromol_gFW;Mannose_micromol_gFW;Inositol_micromol_gFW;Sucrose_micromol_gFW;Cellobiose_micromol_gFW;Trehalose_micromol_gFW;Palatinose_micromol_gFW;Melibiose_micromol_gFW;Isomaltose_micromol_gFW;Raffinose_micromol_gFW;Plant_Growth_rate;Mannose_Xylose_micromol_gFW;Plant_Lifespan
AraBreed_Outside_Spring2019-78;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;25/04/2019;45.9285714285714;122.888888888889;177.175817469536;0.08168068;0;99.91831932;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-79;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;25/04/2019;39.5293706293706;112.156862745098;225.555929025068;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-80;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;25/04/2019;41.9796666666667;107.142857142857;222.329858105908;0.053875416;0;99.94612458;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-188;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;14/05/2019;24.3779971791255;172.926829268293;237.21360796112;0;NA;91.08598363;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-189;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;14/05/2019;28.6181550539745;185.272727272727;188.60225156797;0.714494138;NA;81.43976369;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-81;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;36.2217063261753;86.15;320.461464508893;4.819111426;0;95.18088857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-90;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;45.9524444444444;105.46875;206.33247254005;0.855558211;0;99.14444179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-82;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;32.5683636363636;120.879120879121;254.011142994317;1.853870369;0;98.14612963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-83;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;37.1911843876178;109.264705882353;246.082137150984;4.004660253;0;95.99533975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-84;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;43.2631299734748;99.2105263157895;232.983041287047;1.102623539;0;98.89737646;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-85;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;71.0718934911242;76.8181818181818;183.163144245139;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-86;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;33.8396174863388;138.11320754717;213.963327493076;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-87;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;45.0042372881356;107.272727272727;207.136804444026;1.635827968;0;98.36417203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-88;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;48.9029275808937;103.015873015873;198.500220555801;0.913175296;0;99.0868247;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-89;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;23.1808833522084;161.721611721612;266.748482562662;11.83330523;0;88.16669477;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-91;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;37.2941068139963;83.5384615384615;320.976558835003;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-190;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;14/05/2019;28.110396039604;122.424242424242;290.579927090855;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-191;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;Controle;;;Flowering;Mature leaf;Living leaf;;detached;14/05/2019;31.3;126.315789473684;252.928647497338;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-92;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;46.048115942029;84.1463414634146;258.079135875518;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-101;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;37.8297744890768;94.6;279.431338597199;8.293772403;0;91.7062276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-93;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;45.1294117647059;96.4864864864865;229.653905357764;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-94;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;29.0287330316742;122.777777777778;280.57705347331;0.169268139;0;99.83073186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-95;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;46.8429921259843;117.592592592593;181.541285514014;0.679732099;0;99.3202679;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-96;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;44.3973526900085;106.454545454545;211.581998603559;3.247181786;0;96.75281821;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-97;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;47.0333585476551;82.625;257.325328371243;4.046240842;0;95.95375916;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-98;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;51.7370921985816;87.037037037037;222.072041815343;4.654109391;0;95.34589061;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-99;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;25.3012991573034;171.566265060241;230.369660038219;7.184768852;NA;86.21664072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-100;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress/Herbivory;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;47.9309838472834;88.0603448275862;236.920845970814;6.591045368;0;93.40895463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-102;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;39.6488095238095;123.529411764706;204.173547515388;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-111;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;52.0869498069498;98.8549618320611;194.210452969937;4.227059686;0;95.77294031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-217;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;20/06/2019;33.6768768768769;130.588235294118;227.386217720074;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-218;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;20/06/2019;23.6590563165906;219;193.000514668039;0;NA;60.18113002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-219;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;20/06/2019;28.3372400756144;146.944444444444;240.153698366955;0;0;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-103;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;15.5406834532374;224.193548387097;287.016440949839;3.155995631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AraBreed_Outside_Spring2019-104;AraBreed Spring2019;Francois Vasseur;Outdoor;CEFE, Montpellier, France;Common garden;WaterStress;;;Flowering;Mature leaf;Living leaf;;detached;26/04/2019;41.9978013646702;88.5234899328859;268.97685896406;3.702266321;0;96.29773368;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
